dataset,Condition,Self_role,Other_role,self_weight,other_weight,caseID,Self_utility_label_0,self_utility_label_1,Other_utility_label_0,other_utility_label_1,joint_utility_label_0,joint_utility_label_1,final_decision,self_utility,other utility,joint_utility,oracle_joint_utility,joint_regret,expected_joint_decision,direction_matches_final,selected_model_seed,model_self_utility,model_other_utility,self_v0_model_seed,other_v0_model_seed,self_v0_model_utility,final_model_self_sacrifice,negotiate_alignment,flag,avg_utility,Nash_utility,source_caseID,selection_alignment,selection_model_self_sacrifice,selection_score
acs_coverage,single,community_members,defendants,"{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.1,""tnr"":0.7,""local_consistency"":0.1}",2,0.2955416666666667,0.7171666666666666,0.8955416666666666,0.11716666666666667,0.5955416666666666,0.41716666666666663,1,0.7171666666666666,0.11716666666666667,0.41716666666666663,0.5955416666666666,0.178375,,,1,0.7139583333333335,0.15681547619047623,,,,,,,0.41716666666666663,0.08402802777777778,6,other,0.14763888888888899,0.4159347677951387
acs_coverage,self_optimal,community_members,defendants,"{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.1,""tnr"":0.7,""local_consistency"":0.1}",2,0.2955416666666667,0.7171666666666666,0.8955416666666666,0.11716666666666667,0.5955416666666666,0.41716666666666663,1,0.7171666666666666,0.11716666666666667,0.41716666666666663,0.5955416666666666,0.178375,,,1,0.7139583333333335,0.15681547619047623,,,,,,,0.41716666666666663,0.08402802777777778,6,other,0.14763888888888899,0.4159347677951387
acs_coverage,multi_optimal,community_members,defendants,"{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.1,""tnr"":0.7,""local_consistency"":0.1}",2,0.2955416666666667,0.7171666666666666,0.8955416666666666,0.11716666666666667,0.5955416666666666,0.41716666666666663,1,0.7171666666666666,0.11716666666666667,0.41716666666666663,0.5955416666666666,0.178375,,,1,0.7139583333333335,0.15681547619047623,,,,,,,0.41716666666666663,0.08402802777777778,6,other,0.14763888888888899,0.4159347677951387
acs_coverage,aggregate,community_members,defendants,"{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.1,""tnr"":0.7,""local_consistency"":0.1}",2,0.2955416666666667,0.7171666666666666,0.8955416666666666,0.11716666666666667,0.5955416666666666,0.41716666666666663,1,0.7171666666666666,0.11716666666666667,0.41716666666666663,0.5955416666666666,0.178375,,,,,,,,,,,,0.41716666666666663,0.08402802777777778,6,other,0.14763888888888899,0.4159347677951387
acs_coverage,negotiate,community_members,defendants,"{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.1,""tnr"":0.7,""local_consistency"":0.1}",2,0.2955416666666667,0.7171666666666666,0.8955416666666666,0.11716666666666667,0.5955416666666666,0.41716666666666663,0,0.2955416666666667,0.8955416666666666,0.5955416666666666,0.5955416666666666,0,0,1,7,0.5663194444444445,0.875843253968254,1,2,0.7139583333333335,0.14763888888888899,other,,0.5955416666666666,0.2646698767361111,6,other,0.14763888888888899,0.4159347677951387
acs_coverage,single,community_members,judges,"{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}",3,0.19757246376811594,0.8204166666666666,0.19757246376811594,0.8204166666666666,0.19757246376811594,0.8204166666666666,0,0.19757246376811594,0.19757246376811594,0.19757246376811594,0.8204166666666666,0.6228442028985506,,,1,0.514910879102738,0.6552161363101998,,,,,,,0.19757246376811594,0.03903487843940348,630,self,0.0,0.31422320785089786
acs_coverage,self_optimal,community_members,judges,"{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}",3,0.19757246376811594,0.8204166666666666,0.19757246376811594,0.8204166666666666,0.19757246376811594,0.8204166666666666,1,0.8204166666666666,0.8204166666666666,0.8204166666666666,0.8204166666666666,0,,,173,0.7295485675122688,0.5427198507231226,,,,,,,0.8204166666666666,0.6730835069444443,630,self,0.0,0.31422320785089786
acs_coverage,multi_optimal,community_members,judges,"{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}",3,0.19757246376811594,0.8204166666666666,0.19757246376811594,0.8204166666666666,0.19757246376811594,0.8204166666666666,1,0.8204166666666666,0.8204166666666666,0.8204166666666666,0.8204166666666666,0,,,173,0.7295485675122688,0.5427198507231226,,,,,,,0.8204166666666666,0.6730835069444443,630,self,0.0,0.31422320785089786
acs_coverage,aggregate,community_members,judges,"{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}",3,0.19757246376811594,0.8204166666666666,0.19757246376811594,0.8204166666666666,0.19757246376811594,0.8204166666666666,1,0.8204166666666666,0.8204166666666666,0.8204166666666666,0.8204166666666666,0,,,,,,,,,,,,0.8204166666666666,0.6730835069444443,630,self,0.0,0.31422320785089786
acs_coverage,negotiate,community_members,judges,"{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}",3,0.19757246376811594,0.8204166666666666,0.19757246376811594,0.8204166666666666,0.19757246376811594,0.8204166666666666,1,0.8204166666666666,0.8204166666666666,0.8204166666666666,0.8204166666666666,0,1,1,173,0.7295485675122688,0.5427198507231226,173,15,0.7295485675122688,0,self,,0.8204166666666666,0.6730835069444443,630,self,0.0,0.31422320785089786
